product_id,current_price,predicted_price,adjusted_change,recommended_price,confidence,recommendation,current_revenue,expected_revenue,revenue_change_pct
B07JW9H4J1,399.0,571.0095278682365,2.784123217935062,410.1086516395609,0.7124467111919164,价格合理，保持现状,9683331.0,9952926.866640503,2.7841232179350537
B098NS6PVG,199.0,316.978281739778,4.9317202704436465,208.81412333818284,0.8876033485249458,建议提价 4.9%,8754806.0,9186568.542140016,4.931720270443644
B096MSW6CT,199.0,273.4700426975979,2.3575062733641907,203.69143748399475,0.5684375209274691,价格合理，保持现状,1577672.0,1614865.7163731104,2.3575062733641987
B08HDJ86NZ,329.0,465.25301726171017,1.5552114152382515,334.11664555613385,0.7199099000671652,价格合理，保持现状,31045427.0,31528249.02461346,1.555211415238253
B08CF3B7N1,154.0,338.1851622632872,3.3496568113780274,159.15847148952216,0.6478843583803513,建议提价 3.3%,2603370.0,2690573.960530372,3.3496568113780163
B08Y1TFSP6,149.0,245.24721640730408,2.479682963342451,152.69472761538023,0.7011899622882201,价格合理，保持现状,3705779.0,3797670.5705221216,2.479682963342434
B08WRWPM22,176.63,430.0562651467239,-1.7163027741650252,173.59849440999233,0.4380389365983076,价格合理，保持现状,2682656.44,2636613.9330989635,-1.716302774165017
B08DDRGWTJ,229.0,551.9309641029582,4.726946933579282,239.82470847789656,0.7851766536442482,建议提价 4.7%,6964119.0,7293309.209521312,4.726946933579283
B008IFXQFU,499.0,895.8507804346297,5.0,523.95,0.9228073381919599,建议提价 5.0%,89665809.0,94149099.45,5.000000000000003
B082LZGK39,199.0,315.91390673977804,4.689078541829775,208.33126629824127,0.8876033485249458,建议提价 4.7%,8754806.0,9165325.729524827,4.689078541829786
B08CF3D7QR,154.0,348.82329373924057,3.192954824075578,158.9171504290764,0.6133274413760986,建议提价 3.2%,2062214.0,2128059.561395762,3.192954824075582
B0789LZTCJ,299.0,470.9551516281413,1.9264627832032093,304.7601237217776,0.7147167611178586,价格合理，保持现状,28214537.0,28758079.554758098,1.9264627832032046
B07KSMBL2H,219.0,216.04229422975487,5.0,229.95000000000002,0.8560529138930195,建议提价 5.0%,93507087.0,98182441.35000001,5.000000000000009
B085DTN6R2,350.0,446.6603319021111,0.9716742648158487,353.4008599268555,0.5354993436972005,价格合理，保持现状,791700.0,799392.7451545472,0.971674264815859
B09KLVMZ3B,159.0,338.8681761391561,1.6245775442512056,161.58307829535943,0.5279327674076455,价格合理，保持现状,758112.0,770428.1173122737,1.624577544251207
B083342NKJ,349.0,501.44951578105525,0.6996468117517127,351.4417673730135,0.5599610547480705,价格合理，保持现状,6546193.0,6591993.230615614,0.6996468117517155
B0B6F7LX4C,13999.0,13486.70294871795,4.18328580310501,14584.61817957667,0.7266658284272527,建议提价 4.2%,459727160.0,478958861.0172978,4.183285803104999
B082LSVT4B,249.0,728.0958597018927,4.505762395665967,260.21934836520825,0.8962585801071231,建议提价 4.5%,10954506.0,11448090.01197897,4.505762395665956
B08WRBG3XW,199.0,434.96943664555045,-3.790723508663047,191.45646021776054,0.32358060303363023,建议降价 3.8%,2595955.0,2497549.5235406864,-3.790723508663041
B08DPLCM6T,13490.0,12353.522686202687,2.994241154167222,13893.923131697158,0.5200536371733957,价格合理，保持现状,161556240.0,166393623.42520517,2.9942411541672245
B09C6HXFC1,970.0,1121.7436012784062,0.8745517910471851,978.4831523731577,0.585923395454693,价格合理，保持现状,790550.0,797463.7691841236,0.8745517910471962
B085194JFL,279.0,294.21043836192655,-0.46514675221016033,277.70224056133367,0.4797662568575381,价格合理，保持现状,3058398.0,3044171.9610333396,-0.4651467522101567
B09F6S8BT6,13490.0,12678.585416666667,3.778668961392805,13999.74244289189,0.5811288857254314,建议提价 3.8%,219873510.0,228181802.0766949,3.778668961392805
B09NHVCHS9,59.0,155.20999546744744,2.3684358558935426,60.39737715497719,0.555841194029703,价格合理，保持现状,553302.0,566406.6029593761,2.3684358558935377
B0B1YVCJ2Y,11499.0,9178.551446931464,0.6546919199153326,11574.283023871065,0.4373134263370261,价格合理，保持现状,54079797.0,54433853.06126562,0.6546919199153385
B01M4GGIVU,199.0,194.065303804294,3.65138533199079,206.26625681066167,0.5813034752859285,建议提价 3.7%,2418447.0,2506753.8190199714,3.6513853319907947
B08B42LWKN,14999.0,15029.644592224338,4.230499653281276,15633.53264299566,0.7263944435740324,建议提价 4.2%,523450101.0,545594655.7079055,4.230499653281284
B094JNXNPV,299.0,578.5242579048867,1.029289016137528,302.0775741582512,0.5312927608985195,价格合理，保持现状,827034.0,835546.5701217228,1.029289016137518
B09W5XR9RT,970.0,1100.5409093143485,-1.2525773487431184,957.8499997171917,0.5782777060989333,价格合理，保持现状,178480.0,176244.39994796328,-1.2525773487431215
B077Z65HSD,299.0,460.96295150597723,3.8056410820023725,310.37886683518707,0.7158260789302326,建议提价 3.8%,6234150.0,6471399.37351365,3.8056410820023605
B00NH11PEY,199.0,405.29573488288656,5.0,208.95000000000002,0.8833790123776374,建议提价 5.0%,14920224.0,15666235.200000001,5.000000000000007
B09CMM3VGK,179.0,366.79483550196267,0.18179811533522716,179.32541862645007,0.4994704402676997,价格合理，保持现状,346186.0,346815.35962355445,0.18179811533523993
B08QSC1XY8,389.0,571.0880391827769,0.05942119815014246,389.23114846080404,0.5307493122614512,价格合理，保持现状,378886.0,379111.1386008231,0.05942119815013493
B008FWZGSG,599.0,1052.2447239659512,-2.3066483744949844,585.1831762367751,0.4752618682553019,价格合理，保持现状,212645.0,207740.02756405517,-2.3066483744949706
B0B4HJNPV4,199.0,233.10992617480548,-0.14238913112296547,198.71664562906528,0.4877272952242304,价格合理，保持现状,213925.0,213620.39405124518,-0.14238913112297258
B08Y1SJVV5,99.0,183.81295687508538,3.1320857911227096,102.1007649332115,0.6925347307060428,建议提价 3.1%,2462229.0,2539348.124653903,3.1320857911227113
B07XLCFSSN,899.0,914.0029616857148,2.472313683095057,921.2261000110246,0.6705640513091026,价格合理，保持现状,12183248.0,12484456.107349405,2.4723136830950585
B09RZS1NQT,199.0,227.7527939773246,-1.4894356702817304,196.03602301613935,0.48487390063865154,价格合理，保持现状,114624.0,112916.74925729627,-1.4894356702817337
B0B3MMYHYW,32999.0,32749.015958874465,0.3680356530515072,33120.44808515046,0.2639977202652515,数据不足，建议观察,240826702.0,241713030.12542808,0.36803565305149616
B09C6HWG18,970.0,2106.319410490775,-0.7659436065118348,962.5703470168353,0.5804372154911557,价格合理，保持现状,448140.0,444707.5003217779,-0.7659436065118297
B00NH11KIK,209.0,365.8766073203502,1.754313987188602,212.66651623322417,0.6901491903354607,价格合理，保持现状,22506583.0,22901419.133607212,1.7543139871886038
B09JPC82QC,19999.0,17616.168,4.340943453969318,20867.145281359324,0.5636532183866135,建议提价 4.3%,542992849.0,566563861.534187,4.34094345396931
B07JW1Y6XV,399.0,571.0095278682365,2.443971620202918,408.7514467646096,0.7124467111919164,价格合理，保持现状,9683331.0,9919988.861530311,2.443971620202918
B07KRCW6LZ,999.0,1321.4143836994956,0.264685930676005,1001.6442124474534,0.5345834033707273,价格合理，保持现状,12080907.0,12112883.461127054,0.26468593067601587
B09NJN8L25,59.0,155.20999546744744,2.2608539941998678,60.33390385657792,0.555841194029703,价格合理，保持现状,553302.0,565811.3503669878,2.260853994199868
B07XJYYH7L,333.0,601.3147483781822,1.0925570780528782,336.63821506991604,0.6100531473406136,价格合理，保持现状,3260736.0,3296361.401964618,1.0925570780528657
B002PD61Y4,507.0,889.7866912659276,2.42150089257963,519.2770095253786,0.6225891593078946,价格合理，保持现状,4122417.0,4222241.364450853,2.4215008925796035
B014I8SSD0,309.0,310.2831095921366,5.0,324.45,0.8582534248348316,建议提价 5.0%,131934657.0,138531389.85,4.999999999999996
B09L8DSSFH,399.0,354.3987786345424,-2.1162068271810233,390.5563347595477,0.46275122345754527,价格合理，保持现状,196707.0,192544.27303645702,-2.1162068271810277
B07232M876,199.0,378.3057038033197,3.3308027325275007,205.62829743772974,0.791959852011579,建议提价 3.3%,18426405.0,19040152.201246586,3.3308027325275096
B07P681N66,1199.0,1231.1850317746075,-0.03836901892023037,1198.5399554631465,0.5650332614717458,价格合理，保持现状,29711220.0,29699820.09637677,-0.03836901892022864
